ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Family_Size,Total_Spending,Activity_Ratio,Segment
8147,1960,Undergraduate,Partner,31454.0,1,1,2013-06-07,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,3,11,0,65,3,48,0.24999996875000394,1
1857,1952,Undergraduate,Single,47139.0,1,1,2014-06-03,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,3,11,1,73,3,83,0.285714244897965,1
3910,1975,Undergraduate,Single,83829.0,0,0,2013-08-10,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,50,1,1862,3.9999960000040002,2
5207,1963,Postgraduate,Partner,53378.0,1,1,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,3,11,1,62,3,793,1.1249998593750177,1
11114,1970,Undergraduate,Partner,19656.0,1,0,2013-08-02,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,3,11,0,55,2,84,0.285714244897965,0
5429,1948,Postgraduate,Partner,45579.0,0,1,2013-08-20,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0,77,2,183,0.6666665555555741,1
9400,1958,Undergraduate,Single,85485.0,0,0,2014-06-21,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,3,11,0,67,1,1383,2.99999850000075,2
1740,1944,Undergraduate,Partner,55956.0,0,0,2014-07-04,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,3,11,0,81,1,999,1.7499995625001092,2
7488,1963,Postgraduate,Single,64191.0,0,1,2013-01-22,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,3,11,0,62,2,825,1.6666661111112961,2
195,1972,Undergraduate,Single,38808.0,1,0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,3,11,1,53,2,246,0.6249999218750099,1
635,1966,Postgraduate,Partner,57183.0,1,1,2013-03-19,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,3,11,0,59,3,610,1.1249998593750177,0
7527,1968,Postgraduate,Single,23748.0,1,0,2012-11-21,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,3,11,0,57,2,76,0.24999996875000394,0
10319,1971,Undergraduate,Partner,66303.0,0,1,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,3,11,0,54,2,1286,0.3749999531250059,2
2296,1975,Postgraduate,Partner,37368.0,1,0,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,3,11,0,50,2,30,0.16666663888889352,1
10637,1964,Undergraduate,Partner,40800.0,1,2,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,3,11,0,61,4,99,0.4285713673469475,0
2931,1978,Undergraduate,Single,71847.0,0,0,2012-09-21,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,3,11,0,47,1,1192,1.9999993333335555,2
907,1975,Undergraduate,Partner,46149.0,0,1,2013-11-29,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,3,11,0,50,2,362,0.99999980000004,1
3698,1983,Undergraduate,Partner,78687.0,0,0,2012-09-08,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,3,11,1,42,1,2130,1.9999990000005,2
9516,1971,Undergraduate,Single,49118.0,0,0,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1,54,1,1229,1.2857141020408425,2
679,1957,Postgraduate,Partner,37633.0,1,1,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,3,11,0,68,3,38,0.11111109876543349,0
7384,1951,Postgraduate,Partner,39767.0,0,0,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,3,11,0,74,1,485,0.8749998906250137,1
5043,1951,Basic,Partner,26997.0,0,0,2012-05-11,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,3,11,0,74,1,434,0.57142848979593,0
5267,1970,Undergraduate,Single,33986.0,1,0,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,55,2,44,0.1428571224489825,1
339,1972,Postgraduate,Partner,57091.0,0,1,2012-11-23,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,3,11,1,53,2,496,1.2857141020408425,0
2516,1969,Undergraduate,Partner,46831.0,1,1,2013-08-06,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,3,11,0,56,3,78,0.24999993750001562,0
9010,1972,Postgraduate,Partner,83151.0,0,0,2013-10-02,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,53,1,2346,2.499998750000625,2
378,1971,Undergraduate,Partner,52531.0,0,0,2012-12-30,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,3,11,0,54,1,794,1.1666664722222546,2
4808,1956,Undergraduate,Partner,15759.0,0,0,2013-05-09,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,69,1,17,0.1428571224489825,1
5068,1971,Undergraduate,Single,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,54,2,26,0.22222219753086697,0
7628,1973,Undergraduate,Partner,43050.0,1,0,2014-03-18,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,52,2,76,0.399999920000016,1
7128,1977,Postgraduate,Single,42997.0,1,1,2013-07-12,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,48,3,15,0.1428571224489825,0
2811,1963,Postgraduate,Single,48918.0,1,1,2014-12-04,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,62,3,62,0.24999993750001562,1
3551,1954,Postgraduate,Partner,60033.0,0,1,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,3,11,0,71,2,198,0.99999950000025,1
1663,1978,Postgraduate,Partner,34043.0,1,0,2013-10-25,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,3,11,0,47,2,49,0.22222219753086697,0
5543,1966,Undergraduate,Partner,57811.0,0,1,2013-06-24,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,3,11,0,59,2,802,1.399999720000056,2
1577,1946,Undergraduate,Partner,78569.0,0,0,2014-02-19,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,3,11,1,79,1,1736,3.9999960000040002,2
10641,1978,Undergraduate,Single,7500.0,1,1,2012-12-27,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,3,11,0,47,3,57,0.33333327777778704,1
6024,1953,Undergraduate,Partner,94384.0,0,0,2013-04-03,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,72,1,2302,2.499998750000625,2
1878,1985,Undergraduate,Partner,23148.0,0,0,2014-02-18,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,3,11,0,40,1,37,0.285714244897965,0
3099,1970,Undergraduate,Single,44267.0,1,1,2013-02-25,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,3,11,0,55,3,310,0.5555554938271674,0
6055,1979,Undergraduate,Partner,71626.0,0,0,2012-01-11,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,3,11,0,46,1,1305,1.6666661111112961,2
5841,1966,Undergraduate,Partner,60894.0,0,1,2013-06-28,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,3,11,0,59,2,832,1.428571224489825,2
3972,1976,Undergraduate,Partner,50200.0,1,1,2013-03-04,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,3,11,0,49,3,401,0.8749998906250137,0
4394,1965,Postgraduate,Partner,81051.0,0,0,2014-05-23,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,3,11,0,60,1,1501,2.499998750000625,2
5758,1982,Undergraduate,Partner,65169.0,0,0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,3,11,1,43,1,1189,1.666666388888935,2
6658,1972,Undergraduate,Partner,59868.0,0,1,2013-07-22,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,3,11,0,53,2,1194,1.8333330277778286,2
4603,1960,Postgraduate,Partner,65695.0,0,1,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,3,11,0,65,2,656,1.249999687500078,2
8427,1956,Postgraduate,Single,64857.0,0,0,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,3,11,0,69,1,1540,1.7499995625001092,2
10260,1965,Postgraduate,Partner,45143.0,0,1,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,3,11,0,60,2,311,0.857142734693895,0
7143,1955,Undergraduate,Partner,74805.0,0,1,2013-06-11,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,3,11,0,70,2,820,1.9999990000005,2
8789,1989,Undergraduate,Partner,59060.0,1,0,2014-11-01,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,3,11,0,36,2,274,0.7499998125000469,0
6197,1962,Postgraduate,Single,27238.0,1,1,2013-04-20,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,3,11,0,63,3,57,0.33333329629630043,1
4554,1965,Undergraduate,Partner,47009.0,0,1,2013-01-10,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,3,11,0,60,2,448,0.7499998125000469,0
4937,1973,Undergraduate,Partner,46094.0,1,1,2014-10-06,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,52,3,44,0.1428571224489825,0
1920,1972,Undergraduate,Partner,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,53,3,102,0.4285713673469475,0
8749,1984,Undergraduate,Partner,37235.0,1,0,2014-01-02,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,3,11,0,41,2,61,0.24999993750001562,0
1650,1960,Postgraduate,Partner,81843.0,0,0,2013-04-22,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,3,11,0,65,1,1643,1.6666661111112961,2
10377,1958,Postgraduate,Partner,46692.0,0,1,2013-06-06,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,3,11,0,67,2,397,0.9999998333333611,1
9206,1968,Undergraduate,Partner,77382.0,0,1,2014-07-01,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,3,11,0,57,2,1121,4.999995000005001,2
10971,1977,Undergraduate,Single,37774.0,2,0,2012-03-09,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,3,11,1,48,3,473,0.7777776913580343,1
6398,1974,Basic,Partner,18393.0,1,0,2014-03-29,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,3,11,0,51,2,50,0.3749999531250059,1
9212,1962,Postgraduate,Partner,72828.0,0,1,2013-02-14,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,3,11,0,63,2,1678,0.857142734693895,2
7937,1982,Undergraduate,Partner,24711.0,0,0,2014-04-18,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,3,11,0,43,1,58,0.4285713673469475,0
839,1975,Postgraduate,Partner,45503.0,1,0,2013-09-25,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,3,11,0,50,2,170,0.599999880000024,0
4246,1982,Postgraduate,Single,6560.0,0,0,2013-12-12,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,3,11,0,43,1,373,0.05882352595155729,1
158,1945,Postgraduate,Partner,71604.0,0,0,2013-11-17,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,3,11,1,80,1,1196,1.999999500000125,2
4832,1979,Undergraduate,Partner,27244.0,1,0,2014-07-03,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,3,11,0,46,2,101,0.285714244897965,0
5621,1969,Undergraduate,Partner,48752.0,1,1,2012-12-12,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,3,11,1,56,3,316,0.6666665925926009,1
1945,1962,Undergraduate,Partner,71434.0,0,1,2013-09-18,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,3,11,0,63,2,1400,1.7499995625001092,2
5147,1948,Undergraduate,Single,90842.0,0,0,2013-07-29,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,3,11,0,77,1,1424,3.9999960000040002,2
2535,1978,Postgraduate,Partner,88097.0,1,0,2012-08-18,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,3,11,1,47,2,844,0.6666665925926009,2
11039,1975,Undergraduate,Partner,51948.0,0,1,2013-09-17,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,3,11,0,50,2,311,0.99999980000004,0
9495,1982,Undergraduate,Partner,71853.0,0,0,2013-08-05,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,43,1,1149,1.9999980000020001,2
9635,1983,Postgraduate,Partner,35876.0,0,0,2014-04-20,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,3,11,0,42,1,129,0.49999991666668053,1
2173,1952,Undergraduate,Single,40049.0,0,1,2013-10-16,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,73,2,32,0.16666663888889352,1
942,1982,Undergraduate,Single,39660.0,1,0,2012-08-08,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,3,11,1,43,2,299,0.7777776913580343,1
9386,1962,Undergraduate,Partner,50127.0,0,1,2014-05-29,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,3,11,0,63,2,320,0.8333331944444675,0
5510,1977,Postgraduate,Partner,43263.0,0,1,2012-11-21,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,3,11,0,48,2,441,0.99999980000004,1
873,1949,Postgraduate,Partner,62845.0,1,1,2012-01-10,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,1,76,3,1178,0.3749999531250059,1
2253,1990,Undergraduate,Partner,18929.0,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0,35,1,85,0.16666663888889352,1
5181,1982,Basic,Single,24367.0,1,0,2013-03-20,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,43,2,24,0.11111109876543349,0
979,1975,Undergraduate,Single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,50,2,112,0.33333327777778704,1
10390,1959,Undergraduate,Partner,26887.0,0,1,2013-10-02,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,3,11,0,66,2,30,0.16666663888889352,1
4698,1983,Postgraduate,Partner,50150.0,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,42,1,410,0.99999980000004,1
7793,1976,Undergraduate,Partner,62061.0,0,1,2013-08-31,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,3,11,0,49,2,800,1.666666388888935,1
1745,1962,Postgraduate,Single,85696.0,0,0,2013-03-05,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,63,1,1313,3.9999960000040002,2
10590,1956,Postgraduate,Partner,76542.0,0,0,2013-03-30,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,3,11,0,69,1,1483,1.9999990000005,2
5080,1993,Undergraduate,Single,70515.0,0,0,2013-10-21,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,3,11,1,32,1,1258,2.99999850000075,2
8369,1987,Undergraduate,Partner,18227.0,1,0,2012-08-11,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,3,11,0,38,2,28,0.0,1
5232,1965,Undergraduate,Partner,69139.0,0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,3,11,0,60,2,227,0.9999997500000625,1
2407,1982,Undergraduate,Partner,69109.0,0,0,2012-09-11,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1,43,1,1555,1.4999996250000938,2
3834,1962,Undergraduate,Single,69627.0,0,1,2013-03-17,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,3,11,0,63,2,861,1.599999680000064,2
7912,1978,Undergraduate,Partner,38136.0,1,0,2013-04-22,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,3,11,0,47,2,103,0.3749999531250059,0
7712,1946,Postgraduate,Single,62159.0,0,0,2014-04-28,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,3,11,0,79,1,634,1.4999996250000938,2
1065,1963,Undergraduate,Single,80695.0,0,0,2013-12-29,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,3,11,0,62,1,1918,2.499998750000625,2
7275,1971,Postgraduate,Single,33316.0,1,1,2013-04-10,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,3,11,0,54,3,131,0.33333327777778704,1
1343,1968,Undergraduate,Partner,58554.0,1,1,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,3,11,0,57,3,586,1.14285697959186,0
1384,1992,Basic,Partner,17256.0,1,0,2013-11-23,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,3,11,0,33,2,62,0.24999996875000394,1
9967,1974,Undergraduate,Single,53034.0,1,1,2013-05-30,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,3,11,0,51,3,447,0.7499999062500118,1
6181,1950,Undergraduate,Partner,52203.0,0,0,2012-07-31,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,3,11,0,75,1,939,1.3333331111111482,2
10507,1977,Undergraduate,Single,59601.0,0,1,2013-07-25,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,3,11,0,48,2,797,0.24999996875000394,1
2674,1958,Postgraduate,Single,75154.0,0,1,2012-04-09,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,3,11,1,67,2,1143,1.9999993333335555,2
2698,1976,Undergraduate,Single,47025.0,0,1,2013-07-11,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,3,11,0,49,2,415,0.9999998333333611,0
3231,1973,Undergraduate,Partner,37971.0,1,0,2013-11-25,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,3,11,0,52,2,30,0.12499998437500197,0
4096,1968,Postgraduate,Single,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,57,2,187,0.57142848979593,1
10476,1958,Undergraduate,Partner,67267.0,0,1,2014-05-13,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,3,11,0,67,2,251,1.499999250000375,1
5948,1975,Undergraduate,Single,57338.0,0,1,2014-04-29,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,3,11,0,50,2,237,0.799999840000032,0
9140,1960,Undergraduate,Partner,50523.0,1,1,2013-12-25,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,3,11,0,65,3,91,0.33333327777778704,0
10258,1965,Postgraduate,Single,35791.0,2,1,2013-06-05,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,60,4,35,0.12499998437500197,0
5675,1960,Postgraduate,Single,50611.0,0,1,2012-04-10,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,0,65,2,493,0.6666665555555741,0
4743,1969,Postgraduate,Partner,56242.0,0,1,2013-03-03,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,3,11,0,56,2,971,1.3333331111111482,2
8805,1960,Undergraduate,Single,48904.0,0,1,2012-02-12,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,3,11,0,65,2,371,0.8749998906250137,1
1542,1975,Undergraduate,Single,56243.0,1,2,2013-12-30,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,3,11,0,50,4,396,0.799999840000032,1
6770,1985,Undergraduate,Partner,21355.0,1,0,2013-08-20,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,3,11,1,40,2,68,0.33333327777778704,1
8773,1971,Postgraduate,Partner,57420.0,0,1,2013-06-25,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,3,11,0,54,2,322,0.7142856122449125,1
10475,1970,Postgraduate,Partner,51381.5,0,1,2013-01-04,39,187,5,65,26,20,14,2,4,2,6,5,0,0,0,0,0,0,3,11,0,55,2,317,0.799999840000032,1
10420,1955,Postgraduate,Single,46390.0,0,1,2014-05-05,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,3,11,0,70,2,222,0.57142848979593,0
7514,1956,Undergraduate,Partner,54342.0,1,1,2013-03-07,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,3,11,0,69,3,177,0.49999991666668053,0
2902,1958,Undergraduate,Partner,51381.5,1,1,2012-03-09,87,19,4,12,2,2,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,67,3,45,0.199999960000008,0
4345,1964,Undergraduate,Single,51381.5,1,1,2014-12-01,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,61,3,21,0.1428571224489825,0
793,1973,Undergraduate,Partner,20895.0,1,0,2012-06-10,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,3,11,0,52,2,45,0.22222219753086697,1
10909,1948,Undergraduate,Partner,92344.0,0,0,2014-01-15,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,3,11,0,77,1,1899,4.999995000005001,2
3769,1972,Postgraduate,Partner,51381.5,1,0,2014-02-03,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,53,2,42,0.1428571224489825,1
8702,1976,Undergraduate,Partner,26907.0,1,1,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,49,3,22,0.1428571224489825,1
4791,1980,Undergraduate,Partner,44964.0,1,1,2012-12-16,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,45,3,41,0.12499998437500197,1
2963,1979,Undergraduate,Partner,75507.0,0,0,2014-02-05,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0,46,1,1440,2.666665777778074,2
8216,1972,Postgraduate,Partner,53761.0,1,1,2013-11-10,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,3,11,0,53,3,325,0.799999840000032,1
8140,1973,Undergraduate,Partner,22682.0,1,0,2013-03-10,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,3,11,0,52,2,95,0.49999987500003124,0
10146,1972,Postgraduate,Partner,38887.0,1,0,2014-02-03,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,53,2,42,0.1428571224489825,1
5289,1975,Undergraduate,Single,41658.0,1,1,2012-09-11,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,3,11,0,50,3,72,0.24999993750001562,1
2587,1972,Postgraduate,Partner,29791.0,1,0,2014-05-15,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,3,11,0,53,2,20,0.399999920000016,1
4405,1956,Postgraduate,Partner,63915.0,0,2,2013-07-30,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,3,11,0,69,3,789,1.199999760000048,1
8663,1974,Undergraduate,Single,39996.0,1,1,2014-05-22,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,3,11,0,51,3,15,0.16666663888889352,0
2589,1972,Undergraduate,Single,26759.0,1,0,2014-07-02,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,3,11,0,53,2,59,0.33333327777778704,0
3421,1968,Postgraduate,Single,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,57,2,908,1.4999997500000417,2
10490,1969,Postgraduate,Partner,51039.0,1,1,2012-10-12,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,3,11,0,56,3,417,0.857142734693895,1
4094,1961,Undergraduate,Partner,60544.0,1,1,2012-08-25,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,3,11,0,64,3,289,0.8333331944444675,0
9958,1972,Undergraduate,Partner,65685.0,0,1,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,3,11,0,53,2,769,1.799999640000072,2
2534,1953,Undergraduate,Partner,37716.0,0,1,2014-04-21,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,3,11,0,72,2,188,0.57142848979593,1
4188,1957,Undergraduate,Single,36864.0,0,1,2012-08-13,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,3,11,1,68,2,354,0.6249999218750099,0
6613,1970,Postgraduate,Partner,44511.0,1,0,2012-12-10,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,3,11,0,55,2,727,0.9999998750000157,1
10827,1967,Postgraduate,Partner,36947.0,1,1,2012-07-08,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,3,11,0,58,3,146,0.33333329629630043,0
5491,1951,Postgraduate,Partner,47352.0,0,1,2013-11-04,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,74,2,319,0.857142734693895,0
8402,1953,Postgraduate,Partner,67087.0,0,1,2013-12-17,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,3,11,0,72,2,794,1.7499995625001092,2
8783,1950,Undergraduate,Partner,57045.0,0,1,2012-08-09,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,3,11,0,75,2,454,1.333332888889037,1
10010,1953,Postgraduate,Single,36957.0,1,1,2012-06-09,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,3,11,1,72,3,152,0.33333329629630043,1
618,1977,Postgraduate,Partner,69389.0,0,1,2012-09-28,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,3,11,0,48,2,797,1.7499995625001092,2
9121,1972,Undergraduate,Partner,80134.0,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,3,11,1,53,2,1690,0.8333331944444675,2
361,1969,Postgraduate,Partner,43142.0,1,1,2014-02-18,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,56,3,20,0.1428571224489825,0
4310,1944,Undergraduate,Partner,80589.0,0,0,2014-01-22,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,3,11,1,81,1,1428,4.999995000005001,2
